FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length
3145,SUMNE6, ,152,Sumner Pl,SUMNER PL,1,PRIVATE WAY, ,LO,0,0,152,1,1-09,1-09,1, ,62.9066870917465
3146,SUMNE7, ,182,Sumner Sq,SUMNER SQ,1,PRIVATE WAY, ,LO,0,0,182,3,3-03,3-03,0, ,74.8964872553465
3147,SUN C1, ,186,Sun Court St,SUN CT ST,1,PUBLIC WAY, ,LO,0,0,186,1,1-1B,1-1B,1, ,76.7841214240517
3148,SUNAP1, ,314,Sunapee Ln,SUNAPEE LN,1,PRIVATE WAY, ,LO,0,0,314,6,2-06,2-06,0, ,129.426504472015
3149,SUNCR1, ,452,Suncrest Rd,SUNCREST RD,1,PUBLIC WAY, ,LO,0,0,452,5,2-08,2-08,1, ,186.044853275469
3150,SUNDE1, ,366,Sunderland St,SUNDERLAND ST,1,PUBLIC WAY, ,LO,0,0,366,7,"1-10B, 3-03","1-10B, 3-03",1, ,150.654132392784
3151,SUNNY1, ,332,Sunnybank Rd,SUNNYBANK RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,332,6,2-06,2-06,1, ,136.778535393514
3152,SUNNY2, ,1629,Sunnyside St,SUNNYSIDE ST HP,1,PUBLIC WAY, ,LO,0,0,1629,5,2-08,2-08,0, ,671.097284950409
3153,SUNNY3, ,914,Sunnyside St,SUNNYSIDE ST RX,1,PUBLIC WAY, ,LO,0,0,914,6,1-10A,1-10A,0, ,376.944978482454
3154,SUNSE1, ,302,Sunset Hill Path,SUNSET HILL PATH,1,PUBLIC WAY, ,LO,0,0,302,6,2-06,2-06,0, ,124.394005949364
3155,SUNSE2, ,1733,Sunset Hill Rd,SUNSET HILL RD,1,PUBLIC WAY, ,LO,0,0,1733,6,2-06,2-06,0, ,714.429127038028
3156,SUNSE3, ,436,Sunset St,SUNSET ST,1,PUBLIC WAY, ,LO,0,0,436,8,1-10A,1-10A,1, ,180.127331783199
3157,SUNSE4, ,170,Sunset Ave,SUNSET AV,1,PRIVATE WAY, ,LO,0,0,170,6,2-02,2-02,0, ,69.8937063332924
3158,SUNSE5, ,249,Sunset Ln,SUNSET LN,1,PRIVATE WAY, ,LO,0,0,249,3,3-07,3-07,0, ,102.416919099402
3159,SUPPL1, ,1035,Supple Rd,SUPPLE RD,1,PUBLIC WAY, ,LO,0,0,1035,4,3-03,3-03,0, ,426.586821919767
3160,SURRE1, ,1107,Surrey St,SURREY ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1107,9,2-04,2-04,1, ,455.993794888278
3161,SURRE2, ,351,Surreyhill Ln,SURREYHILL LN,1,PUBLIC WAY, ,LO,0,0,351,6,2-02,2-02,1, ,144.605616377582
3162,SUSAN1, ,216,Susanna Ct,SUSANNA CT,1,PUBLIC WAY, ,LO,0,0,216,5,2-08,2-08,0, ,88.8724718397834
3163,SUSSE1, ,306,Sussex St,SUSSEX ST,1,PUBLIC WAY, ,LO,0,0,306,7,1-10B,1-10B,1, ,125.985007608681
3164,SUTHE1, ,2292,Sutherland Rd,SUTHERLAND RD,1,PUBLIC WAY, ,CO,0,0,2292,9,2-04,2-04,1, ,946.228506237281
3165,SUTTO1, ,556,Sutton St,SUTTON ST,1,PUBLIC WAY, ,LO,0,0,556,4,3-07,3-07,0, ,229.126386659171
3166,SWALL1, ,554,Swallow St,SWALLOW ST,1,PUBLIC WAY, ,LO,0,0,554,2,3-05,3-05,1, ,228.260897648013
3167,SWAN 1, ,378,Swan St,SWAN ST,1,PUBLIC WAY, ,LO,0,0,378,6,2-06,2-06,0, ,155.837252995173
3168,SWAN 2, ,580,Swan Ave,SWAN AV,1,PRIVATE WAY, ,LO,0,0,580,1,1-09,1-09,0, ,239.630484181024
3169,SWAN 3, ,128,Swan Ct,SWAN CT,1,PRIVATE WAY, ,LO,0,0,128,3,3-07,3-07,0, ,52.9627668741711
3170,SWIFT1, ,255,Swift Ter,SWIFT TER,1,PUBLIC WAY, ,LO,0,0,255,1,1-09,1-09,1, ,105.314544700721
3171,SWIFT2, ,512,Swift St,SWIFT ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,512,1,1-09,1-09,1, ,211.683133838764
3172,SYCAM1, ,2436,Sycamore St,SYCAMORE ST,1,PUBLIC WAY/PRIVATE WAY, ,CO,0,0,2436,5,"2-02, 2-06","2-02, 2-06",1, ,1003.98619332861
3173,SYDNE1, ,3540,Sydney St,SYDNEY ST,1,PUBLIC WAY, ,LO,0,0,3540,3,3-03,3-03,0, ,1462.08315642499
3174,SYLVE2, ,629,Sylvester Rd,SYLVESTER RD,1,PUBLIC WAY, ,LO,0,0,629,3,3-07,3-07,1, ,259.71341639664
3175,SYLVI1, ,278,Sylvia St,SYLVIA ST,1,PUBLIC WAY, ,LO,0,0,278,6,2-02,2-02,0, ,114.49350021522
3176,SYMME1, ,820,Symmes St,SYMMES ST,1,PUBLIC WAY, ,LO,0,0,820,5,2-06,2-06,1, ,337.811819711265
3177,SYMPH1, ,977,Symphony Rd,SYMPHONY RD,1,PUBLIC WAY, ,LO,0,0,977,8,1-10A,1-10A,1, ,402.474133584796
3178,TABER1, ,290,Taber St,TABER ST,1,PUBLIC WAY, ,LO,0,0,290,7,1-10B,1-10B,0, ,119.553958472337
3179,TACOM1, ,1475,Tacoma St,TACOMA ST,1,PUBLIC WAY, ,CO,0,0,1475,5,2-08,2-08,0, ,606.911192495661
3180,TAFT 1, ,679,Taft St,TAFT ST,1,PUBLIC WAY, ,LO,0,0,679,3,3-03,3-03,0, ,279.355869409562
3181,TAFT 2, ,157,Taft Ct,TAFT CT,1,PRIVATE WAY, ,LO,0,0,157,5,2-06,2-06,1, ,64.9117118943703
3182,TAFTH1, ,131,Tafthill Park,TAFTHILL PARK,1,PUBLIC WAY, ,LO,0,0,131,5,2-02,2-02,1, ,53.7898333720605
3183,TAFTH2, ,565,Tafthill Ter,TAFTHILL TER,1,PUBLIC WAY, ,LO,0,0,565,5,"2-02, 2-06","2-02, 2-06",1, ,233.095940557149
3184,TAI T1, ,175,Tai Tung St,TAI TUNG ST,1,PUBLIC WAY, ,AR,0,0,175,2,1-1C,1-1C,0, ,72.1543630642849
3185,TALBO1, ,7500,Talbot Ave,TALBOT AV,1,PUBLIC WAY, ,AR,0,0,7500,4,3-07,3-07,1, ,3088.33516809409
3186,TAMPA1, ,813,Tampa St,TAMPA ST,1,PUBLIC WAY, ,LO,0,0,813,5,2-08,2-08,0, ,335.669394182582
3187,TAMWO1, ,248,Tamworth St,TAMWORTH ST,1,PUBLIC WAY, ,LO,0,0,248,2,1-1C,1-1C,1, ,102.668057751545
3188,TANGL1, ,214,Tanglewood Rd,TANGLEWOOD RD,1,PUBLIC WAY, ,LO,0,0,214,3,3-07,3-07,1, ,88.0561672957156
3189,TAPPA1, ,462,Tappan St,TAPPAN ST,1,PUBLIC WAY, ,LO,0,0,462,5,2-06,2-06,1, ,190.530651756006
3190,TAUNT1, ,2477,Taunton Ave,TAUNTON AV,1,PUBLIC WAY, ,CO,0,0,2477,5,2-08,2-08,1, ,1020.01524616817
3191,TAVER1, ,601,Tavern Rd,TAVERN RD,1,PRIVATE WAY, ,LO,0,0,601,8,1-10A,1-10A,0, ,248.350204291107
3192,TAYLO1, ,623,Taylor St,TAYLOR ST DO N,1,PUBLIC WAY, ,LO,0,0,623,3,3-07,3-07,0, ,257.125034202359
3193,TAYLO2, ,588,Taylor St,TAYLOR ST DO S,1,PUBLIC WAY, ,LO,0,0,588,3,3-07,3-07,0, ,242.578724837268
3194,TAYLO3, ,225,Taylor St,TAYLOR ST BP,1,PUBLIC WAY, ,LO,0,0,225,2,1-1C,1-1C,1, ,93.0248247851038
3195,TAYLO4, ,223,Taylor Ter,TAYLOR TER,1,PRIVATE WAY, ,LO,0,0,223,3,3-07,3-07,1, ,92.2006846950061
3196,TCHAP1, ,416,Tchapitoulas St,TCHAPITOULAS ST,1,PRIVATE WAY, ,LO,0,0,416,5,2-08,2-08,0, ,171.746620234492
3197,TEARS1, ,66,Tearsen St,TEARSEN ST,1,PRIVATE WAY, ,LO,0,0,66,5,2-08,2-08,0, ,27.072195120243
3198,TEBRO1, ,247,Tebroc St,TEBROC ST,1,PUBLIC WAY, ,LO,0,0,247,4,3-03,3-03,1, ,101.882447915835
3199,TELEG1, ,971,Telegraph St,TELEGRAPH ST,1,PUBLIC WAY, ,CO,0,0,971,2,3-05,3-05,0, ,399.893614892035
3200,TELFO1, ,410,Telford St,TELFORD ST,1,PUBLIC WAY, ,LO,0,0,410,9,2-04,2-04,0, ,169.387322428942
3201,TEMPL1, ,545,Temple Pl,TEMPLE PL,1,PUBLIC WAY, ,LO,0,0,545,2,1-1C,1-1C,0, ,224.697506327301
3202,TEMPL2, ,4441,Temple St,TEMPLE ST WR,1,PUBLIC WAY, ,CO,0,0,4441,6,2-06,2-06,1, ,1830.76482637304
3203,TEMPL3, ,1098,Temple St,TEMPLE ST DO,1,PUBLIC WAY, ,LO,0,0,1886,3,3-07,3-07,1, ,453.031465547364
3204,TEMPL4, ,634,Temple St,TEMPLE ST BP,1,PUBLIC WAY, ,LO,0,0,634,1,1-1B,1-1B,1, ,261.929838062506
3205,TEMPL5, ,287,Temple Ter,TEMPLE TER,1,PUBLIC WAY, ,LO,0,0,287,6,2-06,2-06,0, ,118.435454886064
3206,TEMPL7, ,242,Templeton Way,TEMPLETON WAY,1,PRIVATE WAY, ,LO,0,0,242,3,3-07,3-07,0, ,99.8878765970626
3207,TEMPL8, ,335,Temple St,TEMPLE ST CH,1,PRIVATE WAY, ,LO,0,0,335,1,1-1A,1-1A,0, ,138.229733492425
3208,TENEA1, ,2435,Tenean St,TENEAN ST,1,PUBLIC WAY, ,CO,0,0,2435,3,3-07,3-07,0, ,1003.80970644088
3209,TENNI1, ,1350,Tennis Rd,TENNIS RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1350,5,3-07,3-07,0, ,556.121410204174
3210,TENNY1, ,1335,Tennyson St,TENNYSON ST,1,PUBLIC WAY, ,LO,0,0,1335,6,2-06,2-06,0, ,550.526761733739
3211,TERAG1, ,532,Teragram St,TERAGRAM ST,1,PUBLIC WAY, ,LO,0,0,532,1,1-09,1-09,0, ,219.811454536473
3212,TERES1, ,285,Teresa Ter,TERESA TER,1,PRIVATE WAY, ,LO,0,0,285,5,2-08,2-08,1, ,117.360118388431
3213,TERMI1, ,3226,Terminal St,TERMINAL ST,1,PUBLIC WAY, ,CO,0,0,3226,1,1-1A,1-1A,0, ,1330.27329351576
3214,TERMI2, ,221,Termine Ave,TERMINE AV,1,PUBLIC WAY, ,LO,0,0,221,6,2-02,2-02,0, ,91.0938549381121
3215,TERRA1, ,2091,Terrace St,TERRACE ST,1,PUBLIC WAY, ,LO,0,0,2091,8,1-10A,1-10A,0, ,863.592072190302
3216,TERRA2, ,77,Terrace Pl,TERRACE PL,1,PRIVATE WAY, ,LO,0,0,77,8,1-10A,1-10A,1, ,31.7790155297097
3217,TESLA1, ,442,Tesla St,TESLA ST,1,PUBLIC WAY, ,LO,0,0,442,4,2-08,2-08,0, ,182.127951874124
3218,TETLO1, ,460,Tetlow St,TETLOW ST,1,PUBLIC WAY, ,LO,0,0,460,8,1-10A,1-10A,0, ,189.731386960809
3219,THACH2, ,159,Thacher Ct,THACHER CT,1,PRIVATE WAY, ,LO,0,0,159,1,1-1B,1-1B,1, ,65.7634768329772
3220,THANE1, ,866,Thane St,THANE ST,1,PUBLIC WAY, ,LO,0,0,866,4,"3-03, 3-07","3-03, 3-07",1, ,357.473181847627
3221,THATC1, ,1490,Thatcher St,THATCHER ST,1,PUBLIC WAY, ,CO,0,0,1490,5,2-08,2-08,0, ,612.965249384617
3222,THATC2, ,168,Thatcher Ter,THATCHER TER,1,PRIVATE WAY, ,LO,0,0,168,3,3-03,3-03,0, ,69.2971864669559
3223,THAYE1, ,679,Thayer St,THAYER ST,1,PRIVATE WAY, ,LO,0,0,679,2,1-1C,1-1C,0, ,279.546833407424
3224,THELM1, ,544,Thelma Rd,THELMA RD,1,PUBLIC WAY, ,LO,0,0,544,3,3-07,3-07,1, ,223.978120142166
3225,THEOD1, ,746,Theodore A. Glynn Way,THEODORE GLYNN WAY,1,PUBLIC WAY, ,AR,0,0,746,7,1-1C,1-1C,0, ,307.833294736005
3226,THEOD2, ,1360,Theodore Parker Rd,THEODORE PARKER RD,1,PUBLIC WAY, ,LO,0,0,1360,6,2-06,2-06,0, ,561.202837340575
3227,THEOD3, ,639,Theodore St,THEODORE ST,1,PUBLIC WAY, ,LO,0,0,639,4,3-07,3-07,0, ,263.235613828036
3228,THETF1, ,1378,Thetford Ave,THETFORD AV,1,PUBLIC WAY, ,LO,0,0,1378,4,3-07,3-07,1, ,568.444848701273
3229,THIRD1, ,755,Third Ave,THIRD AV,1,PUBLIC WAY, ,LO,0,0,755,1,1-1A,1-1A,0, ,311.636780062672
3230,THIRD2, ,214,Third New Way,THIRD NEW WAY,1,PUBLIC WAY, ,LO,0,0,214,5,2-08,2-08,0, ,88.1778611535648
3231,THIRT1, ,1317, THIRTEENTH ST,THIRTEENTH ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1317,1,1-1A,1-1A,0,04-30-22-MODIFIED GEOMETRY,543.749464414165
3232,THOMA1, ,2084,Thomas Park,THOMAS PARK,1,PUBLIC WAY, ,LO,0,0,2084,2,3-05,3-05,0, ,858.746145589974
3233,THOMA2, ,510,Thomas St,THOMAS ST,1,PUBLIC WAY, ,LO,0,0,510,6,2-02,2-02,0, ,210.428195408674
3234,THOMP1, ,1765,Thompson St,THOMPSON ST,1,PUBLIC WAY, ,LO,0,0,1765,5,2-08,2-08,0, ,727.563598297059
3235,THOR 1, ,318,Thor Ter,THOR TER,1,PRIVATE WAY, ,LO,0,0,318,9,2-04,2-04,0, ,131.579908679339
3236,THORN1, ,265,Thorn St,THORN ST HP,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,265,5,2-08,2-08,0, ,109.049594867015
3237,THORN2, ,645,Thorndike St,THORNDIKE ST BP,1,PUBLIC WAY, ,LO,0,0,645,7,1-10B,1-10B,1, ,266.211773443984
3238,THORN3, ,834,Thornley St,THORNLEY ST,1,PUBLIC WAY, ,LO,0,0,834,3,3-03,3-03,0, ,343.385565826224
3239,THORN4, ,2463,Thornton St,THORNTON ST,1,PUBLIC WAY, ,LO,0,0,2463,7,1-10B,1-10B,1, ,1016.3324950296
3240,THORN5, ,227,Thonrdike St,THORNDIKE ST BR,1,PUBLIC WAY, ,LO,0,0,227,9,2-04,2-04,1, ,93.6544571589641
3241,THORN7, ,116,Thornton Ter,THORNTON TER,1,PRIVATE WAY, ,LO,0,0,116,7,1-10B,1-10B,0, ,48.0037166312791
3242,THORN8, ,96,Thornton Pl,THORNTON PL,1,PRIVATE WAY, ,LO,0,0,96,7,1-10B,1-10B,0, ,39.5586875407868
3243,THORN9, ,253,Thorn St,THORN ST BP,1,PRIVATE WAY, ,LO,0,0,253,2,1-1C,1-1C,0, ,104.387594123357
3244,THURL1, ,511,Thurlow St,THURLOW ST,1,PUBLIC WAY, ,LO,0,0,511,6,2-06,2-06,1, ,210.678782065372
3245,THURS1, ,588,Thurston St,THURSTON ST,1,PUBLIC WAY, ,LO,0,0,588,1,1-09,1-09,0, ,242.905645923127
3246,THWIN1, ,472,Thwing St,THWING ST,1,PUBLIC WAY, ,LO,0,0,472,7,1-10B,1-10B,0, ,194.740823173159
3247,TIBBE1, ,960,Tibbetts Town Way,TIBBETTS TOWN WAY,1,PUBLIC WAY, ,LO,0,0,960,1,1-1A,1-1A,0, ,396.1004569065
3248,TICKN1, ,409,Ticknor St,TICKNOR ST,1,PUBLIC WAY, ,LO,0,0,409,2,3-05,3-05,0, ,168.849345650339
3249,TIDE 1, ,800,Tide St,TIDE ST,1,PRIVATE WAY, ,LO,0,0,800,2,3-05,3-05,0, ,330.448473835711
3250,TILES1, ,311,Tilesboro St,TILESBORO ST,1,PUBLIC WAY, ,LO,0,0,311,3,3-07,3-07,1, ,128.023457029406
3251,TILES2, ,963,Tileston St,TILESTON ST HP,1,PUBLIC WAY, ,CO,0,0,963,5,2-08,2-08,0, ,397.363190036901
3252,TILES3, ,605,Tileston St,TILESTON ST BP,1,PUBLIC WAY, ,LO,0,0,605,1,1-1B,1-1B,1, ,249.407614160275
3253,TILES4, ,60,Tileston Pl,TILESTON PL,1,PRIVATE WAY, ,LO,0,0,60,1,1-1B,1-1B,1, ,24.6033166090847
3254,TILMA1, ,238,Tilman St,TILMAN ST,1,PUBLIC WAY, ,LO,0,0,238,3,3-07,3-07,1, ,97.8474047716642
3255,TINA 1, ,460,Tina Ave,TINA AV,1,PRIVATE WAY, ,LO,0,0,460,5,2-08,2-08,0, ,189.215697814815
3256,TIP T1, ,464,Tip Top St,TIP TOP ST,1,PUBLIC WAY, ,LO,0,0,464,9,2-04,2-04,0, ,191.474340251384
3257,TIVER1, ,509,Tiverton Rd,TIVERTON RD,1,PUBLIC WAY, ,LO,0,0,509,4,3-07,3-07,1, ,209.490529069988
3258,TLBRO1, ,47187, ,BROOKLINE TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,47187,8,"1-10A, 2-02, 2-04, 2-06","1-10A, 2-02, 2-04, 2-06",1, ,19463.2390357761
3259,TLCAM1, ,29737, ,CAMBRIDGE TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,29737,8,1-1A,1-1A,0, ,12269.9963596254
3260,TLCHE1, ,12672, ,CHELSEA TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,12672,1,1-09,1-09,0, ,5227.82875814279
3261,TLDED2, ,30628, ,DEDHAM TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,30628,6,"2-06, 2-08","2-06, 2-08",0, ,12623.5252060793
3262,TLEVE1, ,6441, ,EVERETT TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,6441,1,1-1A,1-1A,0, ,2657.71309394856
3263,TLMIL1, ,40634, ,MILTON TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,40634,5,"2-08, 3-07","2-08, 3-07",0, ,16736.4805565923
3264,TLNEW1, ,14757, ,NEWTON TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,14757,9,2-04,2-04,0, ,6090.30681114216
3265,TLNEW2, ,9716, ,NEWTON TOWN LINE (1),1,TOWN LINE,CITY LINE LIMIT, ,0,0,9716,6,2-06,2-06,0, ,4005.40829237564
3266,TLQUI1, ,13571, ,QUINCY TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,13571,3,3-07,3-07,0, ,5599.84095941597
3267,TLREV1, ,7696, ,REVERE TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,7696,1,1-09,1-09,0, ,3173.43002171869
3268,TLSOM1, ,8965, ,SOMERVILLE TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,8965,1,1-1A,1-1A,1, ,3702.34932460107
3269,TLWAT1, ,11071, ,WATERTOWN TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,11071,9,2-04,2-04,0, ,4564.96959006813
3270,TLWIN1, ,21194, ,WINTHROP TOWN LINE,1,TOWN LINE,CITY LINE LIMIT, ,0,0,21194,1,1-09,1-09,0, ,8747.04969734628
3271,TOBIN1, ,764,Tobin Rd,TOBIN RD,1,PUBLIC WAY, ,LO,0,0,764,6,2-06,2-06,0, ,314.936453967792
3272,TOLAN1, ,129,Toland Ct,TOLAND CT,1,PRIVATE WAY, ,LO,0,0,129,7,3-03,3-03,0, ,53.3011414156807
3273,TOLED1, ,223,Toledo Ter,TOLEDO TER,1,PUBLIC WAY, ,LO,0,0,223,3,3-03,3-03,1, ,92.0887915819175
3274,TOLL 1, ,449,Toll Gate Way,TOLL GATE WAY,1,PUBLIC WAY, ,LO,0,0,449,5,2-02,2-02,0, ,184.921832855832
3275,TOLMA1, ,950,Tolman St,TOLMAN ST,1,PUBLIC WAY, ,LO,0,0,950,3,3-07,3-07,0, ,391.429275878824
3276,TONAW1, ,1893,Tonawanda St,TONAWANDA ST,1,PUBLIC WAY, ,LO,0,0,1893,4,3-03,3-03,0, ,779.234167770676
3277,TOPAL1, ,461,Topalian St,TOPALIAN ST,1,PUBLIC WAY, ,LO,0,0,461,4,2-08,2-08,0, ,190.056527589293
3278,TOPEK1, ,904,Topeka St,TOPEKA ST,1,PUBLIC WAY, ,LO,0,0,904,2,1-1C,1-1C,0, ,373.131674105906
3279,TOPLI1, ,1428,Topliff St,TOPLIFF ST,1,PUBLIC WAY, ,LO,0,0,1428,3,3-03,3-03,0, ,589.72673821156
3280,TOPPA1, ,239,Toppan Ave,TOPPAN AV,1,PUBLIC WAY, ,LO,0,0,239,5,2-02,2-02,1, ,98.2908359134061
3281,TORPI1, ,143,Torpie St,TORPIE ST,1,PUBLIC WAY, ,LO,0,0,143,8,1-10A,1-10A,0, ,59.136755283145
3282,TORRE1, ,1088,Torrey St,TORREY ST,1,PUBLIC WAY, ,LO,0,0,1088,4,3-07,3-07,0, ,447.779844634905
3283,TOVAR1, ,229,Tovar St,TOVAR ST,1,PUBLIC WAY, ,LO,0,0,229,3,3-03,3-03,0, ,94.6273316630367
3284,TOWER1, ,1139,Tower St,TOWER ST JP,1,PUBLIC WAY, ,LO,0,0,1139,6,2-02,2-02,0, ,469.158278405953
3285,TOWER2, ,125,Tower St,TOWER ST EB,1,PRIVATE WAY, ,LO,0,0,125,1,1-09,1-09,1, ,51.7874307013794
3286,TOWN 1, ,273,Town St,TOWN ST,1,PUBLIC WAY, ,LO,0,0,273,5,2-08,2-08,0, ,112.236064512008
3287,TOWNS1, ,3440,Townsend St,TOWNSEND ST RX,1,PUBLIC WAY, ,AR,0,0,3440,7,1-10B,1-10B,1, ,1416.8508431363
3288,TRACT1, ,140,Tracton Ave,TRACTON AV,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,140,5,2-08,2-08,0, ,57.7896499224284
3289,TRAIN1, ,2603,Train St,TRAIN ST,1,PUBLIC WAY, ,CO,0,0,2603,3,3-07,3-07,0, ,1074.39087057833
3290,TRANS1, ,139,Transit St,TRANSIT ST,1,PRIVATE WAY, ,LO,0,0,139,2,3-05,3-05,0, ,57.3993418600309
3291,TRAPE1, ,808,Trapelo St,TRAPELO ST,1,PUBLIC WAY, ,LO,0,0,808,9,2-04,2-04,1, ,333.012091081112
3292,TRASK1, ,589,Trask St,TRASK ST,1,PUBLIC WAY, ,LO,0,0,589,2,1-10B,1-10B,1, ,242.772384758168
3293,TRAVE1, ,947,Traveler St,TRAVELER ST,1,PUBLIC WAY, ,LO,0,0,947,2,1-1C,1-1C,0, ,390.157878524075
3294,TRAVI1, ,702,Travis St,TRAVIS ST,1,PUBLIC WAY, ,LO,0,0,702,9,2-04,2-04,1, ,290.372836904495
3295,TREAD1, ,353,Treadway Rd,TREADWAY RD,1,PUBLIC WAY, ,LO,0,0,353,3,3-03,3-03,0, ,145.652155147364
3296,TREML3, ,1395,Tremlett St,TREMLETT ST,1,PUBLIC WAY, ,LO,0,0,1395,4,3-07,3-07,0, ,574.251104871251
3297,TREMO1, ,12288,Tremont St,TREMONT ST RX BP,1,PUBLIC WAY, ,AR,0,0,17603,2,"1-10A, 1-10B, 1-1C","1-10A, 1-10B, 1-1C",1, ,5070.48438446633
3298,TREMO2, ,1811,Tremont St,TREMONT ST BR,1,PUBLIC WAY, ,AR,0,0,1811,9,2-04,2-04,0, ,746.420203161556
3299,TREMO3, ,947,Tremont St,TREMONT ST CH,1,PUBLIC WAY, ,LO,0,0,947,1,1-1A,1-1A,1, ,390.552011016121
3300,TREMO4, ,136,Tremont Pl,TREMONT PL CH,1,PRIVATE WAY, ,LO,0,0,136,1,1-1A,1-1A,0, ,56.1237822792209
3301,TREMO5, ,175,Tremont Pl,TREMONT PL BP,1,PRIVATE WAY, ,LO,0,0,175,1,1-1B,1-1B,1, ,72.2092213831943
3302,TREMO6, ,130,Tremont Pl,TREMONT PL BR,1,PRIVATE WAY, ,LO,0,0,130,9,2-04,2-04,0, ,53.5954780020111
3303,TRENT1, ,267,Trent St,TRENT ST,1,PUBLIC WAY, ,LO,0,0,267,3,3-03,3-03,0, ,109.937115291665
3304,TRENT2, ,2804,Trenton St,TRENTON ST EB,1,PUBLIC WAY, ,CO,0,0,2804,1,1-09,1-09,0, ,1156.27262608805
3305,TRENT3, ,465,Trenton St,TRENTON ST CH,1,PUBLIC WAY, ,LO,0,0,465,1,1-1A,1-1A,0, ,192.177407893102
3306,TRESC1, ,438,Trescott St,TRESCOTT ST,1,PUBLIC WAY, ,LO,0,0,438,3,3-03,3-03,0, ,180.251882806452
3307,TREVO1, ,180,Trevore St,TREVORE ST,1,PRIVATE WAY, ,LO,0,0,180,6,2-06,2-06,0, ,74.2132032820299
3308,TRIDE1, ,292,Trident St,TRIDENT ST,1,PUBLIC WAY, ,CO,0,0,292,1,1-09,1-09,0, ,120.594662680178
3309,TRINI1, ,544,Trinity Pl,TRINITY PL,1,PUBLIC WAY, ,LO,0,0,544,2,1-1C,1-1C,0, ,224.824579638331
3310,TROTT1, ,404,Trotter Ct,TROTTER CT,1,PRIVATE WAY, ,LO,0,0,404,7,1-10B,1-10B,1, ,166.427316250983
3311,TRULL1, ,906,Trull St,TRULL ST,1,PUBLIC WAY, ,LO,0,0,906,3,3-03,3-03,0, ,373.156562269298
3312,TRUMA1, ,9877,Truman Pkwy,TRUMAN PKWY SB,1,STATE, ,AR,0,0,9877,5,2-08,2-08,0, ,4071.91033492427
3313,TRUMA2, ,9843,Truman Hwy,TRUMAN PKWY NB,1,STATE, ,AR,0,0,9843,5,2-08,2-08,0, ,4058.15346602996
3314,TRUST1, ,543,Trustman Ter,TRUSTMAN TER,1,PRIVATE WAY, ,LO,0,0,543,1,1-09,1-09,0, ,224.035947086232
3315,TUCKE1, ,405,Tucker St,TUCKER ST,1,PUBLIC WAY, ,LO,0,0,405,4,3-07,3-07,0, ,167.09693558888
3316,TUCKE2, ,425,Tuckerman St,TUCKERMAN ST,1,PUBLIC WAY, ,LO,0,0,425,2,3-05,3-05,0, ,175.140037641129
3317,TUFTS1, ,758,Tufts St,TUFTS ST CH,1,PUBLIC WAY, ,LO,0,0,758,1,1-1A,1-1A,1, ,313.555422958305
3318,TUFTS2, ,266,Tufts St,TUFTS ST BP,1,PUBLIC WAY, ,LO,0,0,266,2,1-1C,1-1C,1, ,109.597924192725
3319,TUPEL1, ,335,Tupelo St,TUPELO ST,1,PUBLIC WAY, ,LO,0,0,335,7,1-10B,1-10B,1, ,138.414072245058
3320,TURNE1, ,1305,Turner St,TURNER ST,1,PUBLIC WAY, ,LO,0,0,1305,9,2-04,2-04,0, ,539.316184707677
3321,TURQU1, ,533,Turquoise Way,TURQUOISE WAY,1,PUBLIC WAY, ,LO,0,0,533,8,1-10A,1-10A,0, ,220.008142869831
3322,TURTL1, ,4986,Turtle Pond Pkwy,TURTLE POND PWY,1,DCR, ,AR,0,0,4986,5,2-08,2-08,0, ,2056.30803712997
3323,TUTTL1, ,1202,Tuttle St,TUTTLE ST,1,PUBLIC WAY, ,LO,0,0,1202,3,3-03,3-03,0, ,496.459469132834
3324,TWOMB1, ,80,Twombley Pl,TWOMBLEY PL,1,PRIVATE WAY, ,LO,0,0,80,8,1-10A,1-10A,0, ,33.0221396523258
