name,type,latitude,longitude
Hancock St @ Saint Anns Rd,Bus Stop,42.261229,-71.011256
Hancock St @ Carruth St,Bus Stop,42.259227,-71.009528
Hancock St @ Furnace Brook Pkwy,Bus Stop,42.258215,-71.008775
Dorchester Ave @ Dracut St,Bus Stop,42.287003,-71.063901
Hancock St opp Butler Rd,Bus Stop,42.257445,-71.008194
Hancock St opp Merrymount Rd,Bus Stop,42.255991,-71.007079
Hancock St opp Greenleaf St,Bus Stop,42.255009,-71.006352
1250 Hancock St,Bus Stop,42.2516,-71.003123
Dorchester Ave @ Cottage St,Bus Stop,42.31861,-71.056785
Hancock St @ Greenleaf St,Bus Stop,42.255069,-71.006206
Hancock St @ Merrymount Rd,Bus Stop,42.256057,-71.006956
Hancock St @ Butler Rd,Bus Stop,42.257499,-71.008042
Hancock St opp Gilmore St,Bus Stop,42.259781,-71.009767
Hancock St opp Saint Anns Rd,Bus Stop,42.261107,-71.011036
Hancock St opp Standish Ave,Bus Stop,42.262794,-71.012046
Hancock St @ Fenno St,Bus Stop,42.264027,-71.012806
Hancock St @ Merrymount Ave,Bus Stop,42.26565,-71.01373
Dorchster Ave @ Howes St,Bus Stop,42.317797,-71.056787
Hancock St @ Bass St,Bus Stop,42.267041,-71.01491
Hancock St @ Beach St,Bus Stop,42.267983,-71.016449
Hancock St @ Willet St,Bus Stop,42.268787,-71.017837
Hancock St opp Linden St,Bus Stop,42.270582,-71.020774
Hancock St @ Albion Rd,Bus Stop,42.271677,-71.022563
Hancock St @ Billings Rd,Bus Stop,42.27364,-71.025565
Hancock St @ Glover Ave,Bus Stop,42.274496,-71.026404
Dorchester Ave @ Mayfield St,Bus Stop,42.316398,-71.056738
Washington St @ Walnut St,Bus Stop,42.184559,-71.203331
Washington St @ Croft Regis Rd,Bus Stop,42.226626,-71.186615
Washington St @ Dean St,Bus Stop,42.221154,-71.187765
Newport Ave @ Hancock St,Bus Stop,42.280834,-71.035756
Gibson St @ Dorchester Ave,Bus Stop,42.297202,-71.060828
Gibson St @ Adams St,Bus Stop,42.298154,-71.057136
Neponset Ave @ Adams St King Square,Bus Stop,42.297184,-71.056392
Neponset Ave @ Victory Rd,Bus Stop,42.295775,-71.054336
Neponset Ave @ King St,Bus Stop,42.294329,-71.052328
Neponset Ave @ S Monroe Ter,Bus Stop,42.292893,-71.050815
Neponset Ave @ Ashmont St,Bus Stop,42.289943,-71.048434
Neponset Ave @ Tolman St,Bus Stop,42.288169,-71.046994
Neponset Ave @ Minot St,Bus Stop,42.286327,-71.04401
Newport Ave @ Hancock St,Bus Stop,42.280463,-71.036311
Newport Ave @ Heritage Dr,Bus Stop,42.277973,-71.034979
Gallivan Blvd @ opp Marsh St,Bus Stop,42.28342,-71.049947
Gallivan Blvd @ Ross Rd,Bus Stop,42.282869,-71.054393
Adams St @ Minot St,Bus Stop,42.283483,-71.055634
Dorchester Ave @ Pearl St,Bus Stop,42.314548,-71.056932
Adams St @ Franconia St,Bus Stop,42.285338,-71.054975
Adams St @ Oakton Ave.,Bus Stop,42.286506,-71.054527
Adams St @ Ashmont St,Bus Stop,42.288174,-71.055221
Adams St opp Msgr. Lydon Way,Bus Stop,42.290055,-71.056129
Adams St opp Lonsdale St,Bus Stop,42.291359,-71.057091
Adams St @ King St,Bus Stop,42.293022,-71.057242
Adams St @ Elmdale St,Bus Stop,42.294907,-71.056242
Neponset Ave @ Adams St,Bus Stop,42.297282,-71.056364
Gibson St @ Adams St,Bus Stop,42.298223,-71.057257
Gibson St @ Dorchester Ave,Bus Stop,42.29727,-71.060947
Dorchester Ave @ Thornley Rd,Bus Stop,42.313795,-71.057082
Highland Ave @ Brook St,Bus Stop,42.263888,-71.024997
Adams St @ Alleyne St,Bus Stop,42.255834,-71.008657
Newport Ave @ Furnace Brook Pkwy,Bus Stop,42.257272,-71.011194
Newport Ave opp Willow Ave,Bus Stop,42.260082,-71.01381
Highland Ave @ Elmwood Ave,Bus Stop,42.264783,-71.025796
Highland Ave @ N Central Ave,Bus Stop,42.266065,-71.027157
Highland Ave @ Hobart Ave,Bus Stop,42.267225,-71.028405
Highland Ave @ Wilson Ave,Bus Stop,42.268435,-71.029685
Wilson Ave @ Belmont St,Bus Stop,42.268246,-71.030307
Wilson Ave opp Mascoma St,Bus Stop,42.267761,-71.031124
Mt Vernon St opp Paul A. Dever School,Bus Stop,42.317984,-71.042713
Wilson Ave @ Bowdoin Ave,Bus Stop,42.266638,-71.03309
Wilson Ave @ Harvard St,Bus Stop,42.265788,-71.034622
Harvard St @ Hamilton Ave,Bus Stop,42.266292,-71.035195
Harvard St @ Elliot Ave,Bus Stop,42.266943,-71.03587
Harvard St @ Holbrook Rd.,Bus Stop,42.267541,-71.03649
W Squantum St @ Harvard St,Bus Stop,42.268499,-71.037288
Washington St @ Ophir St,Bus Stop,42.310681,-71.103431
W Squantum St @ Bowdoin St,Bus Stop,42.268982,-71.035811
Auckland St @ Dewar St,Bus Stop,42.309914,-71.056946
W Squantum St opp Harriet Ave,Bus Stop,42.270172,-71.033544
W Squantun St opp Division St,Bus Stop,42.270821,-71.032749
W Squantum @ Small St,Bus Stop,42.271591,-71.032013
W Squantum St @ Farrington St,Bus Stop,42.273004,-71.031092
Drydock Ave @ Design Center Place,Bus Stop,42.3446,-71.034476
Northern Ave opp Harbor St,Bus Stop,42.346538,-71.034878
Northern Ave @ Tide St,Bus Stop,42.345192,-71.031996
Drydock Ave @ Black Falcon Ave,Bus Stop,42.344232,-71.027213
E Squantum St @ Hancock St,Bus Stop,42.275935,-71.027749
E Squantum St @ Newbury Ave,Bus Stop,42.278137,-71.027252
E Squantum St @ Faxon Rd.,Bus Stop,42.279996,-71.024995
E Squantum St @ Appleton St,Bus Stop,42.281504,-71.024041
Huntington Ave @ Longwood Ave,Bus Stop,42.335831,-71.099868
E Squantum St @ Atlantic St,Bus Stop,42.283874,-71.024522
E Squantum St @ Ocean St,Bus Stop,42.285003,-71.024732
E Squantum St opp Ditmar St,Bus Stop,42.285913,-71.024904
E Squantum St @ Hummock Rd,Bus Stop,42.286979,-71.023727
S Huntington Ave opp VA Hospital,Bus Stop,42.326625,-71.111437
Huntington Ave @ Gainsborough St,Bus Stop,42.341443,-71.086788
E Squantum St @ Deerfield St,Bus Stop,42.296315,-71.018787
E Squantum St @ Essex St,Bus Stop,42.296929,-71.017453
Huckins Ave @ E Squantum St,Bus Stop,42.29687,-71.014445
Huckins Ave @ Standish Rd,Bus Stop,42.297063,-71.010921
Huckins Ave @ Bellevue Rd,Bus Stop,42.297182,-71.008621
Bellevue Rd @ Wegdewood St,Bus Stop,42.298949,-71.009904
Bellevue Rd @ Standish Rd,Bus Stop,42.300043,-71.011541
Bellevue Rd @ Dorchester St,Bus Stop,42.300909,-71.013704
Dorchester St opp Pratt Rd,Bus Stop,42.299195,-71.015403
Dorchester St @ E Squantum St,Bus Stop,42.297682,-71.016547
E Squantum St opp Essex St,Bus Stop,42.297041,-71.017445
E Squantum St opp Heath St,Bus Stop,42.296158,-71.019359
E Squantum St opp Hummock Rd,Bus Stop,42.287287,-71.023669
E Squantum @ Ditmar St,Bus Stop,42.28633,-71.024886
E Squantum St @ Windsor Rd,Bus Stop,42.285171,-71.024893
E Squantun St @ Atlantic St,Bus Stop,42.284042,-71.02468
Washington St opp Lenox St,Bus Stop,42.181775,-71.203417
Opp 20 Washington St - Norwood Line,Bus Stop,42.21266,-71.190464
E Squantum St @ Holyoke St,Bus Stop,42.28167,-71.024203
Washington St opp Dean St,Bus Stop,42.180702,-71.204508
E Squantum St @ Faxon Rd,Bus Stop,42.280249,-71.024864
E Squantum St @ Newbury Ave,Bus Stop,42.278334,-71.027176
E Squantum St @ Hancock St,Bus Stop,42.276099,-71.027879
W Squantun St @ Farrington St,Bus Stop,42.27298,-71.031237
Dorchester Ave @ Hancock St,Bus Stop,42.308194,-71.058359
W Squantum St @ Division St,Bus Stop,42.270827,-71.0329
W Squantum St @ Montclair Ave,Bus Stop,42.269927,-71.034167
W Squantum St @ Evans St,Bus Stop,42.268582,-71.037395
Harvard St @ Holbrook Rd,Bus Stop,42.26763,-71.036737
Dorchester Ave @ Hecla St,Bus Stop,42.307117,-71.058617
Harvard St @ Hamilton Ave,Bus Stop,42.266381,-71.035442
Harvard St @ Wilson Ave,Bus Stop,42.265742,-71.034807
Wilson Ave @ Bowdoin St,Bus Stop,42.266455,-71.033213
Dorchester Ave @ Linden St,Bus Stop,42.306096,-71.058836
Wilson Ave @ Mascoma St,Bus Stop,42.267577,-71.03124
Wilson Ave @ Highland Ave,Bus Stop,42.268387,-71.029867
Lee St opp Dudley Way,Bus Stop,42.324303,-71.137937
Independence Dr @ Beverly Rd,Bus Stop,42.301154,-71.154068
Corey St opp Mount Benedict Cemetery,Bus Stop,42.297909,-71.168753
Highland Ave @ Hobart St,Bus Stop,42.267309,-71.028655
Highland Ave @ N Central Ave,Bus Stop,42.266148,-71.027408
Highland Ave @ Dana Pl,Bus Stop,42.290214,-71.23509
Highland Ave @ Elmwood Ave,Bus Stop,42.264867,-71.026047
N Central @ Beale St,Bus Stop,42.261887,-71.025051
Dorchester Ave @ Ellet St,Bus Stop,42.304333,-71.059214
Newport Ave @ Beale St,Bus Stop,42.265003,-71.019209
Grove St @ Allendale Rd,Bus Stop,42.305687,-71.147592
Ipswich St @ Boylston St,Bus Stop,42.347033,-71.089273
Newport Ave @ Lincoln Ave,Bus Stop,42.263566,-71.017689
Newport Ave @ Warren Ave,Bus Stop,42.262319,-71.016338
Newport Ave @ Oakland Ave,Bus Stop,42.260647,-71.014556
Newport Ave @ George Rd,Bus Stop,42.25957,-71.013434
Newport Ave @ Lillian Rd,Bus Stop,42.258605,-71.012422
Newport Ave @ Furnace Brook Pwky,Bus Stop,42.257347,-71.011445
Adams St opp Alleyne St,Bus Stop,42.255884,-71.008922
Farragut Rd opp E 2nd St,Bus Stop,42.337629,-71.025051
Dorchester Ave @ Adams St,Bus Stop,42.301835,-71.059793
Burgin Pkwy @ Quincy Center Station,Bus Stop,42.252035,-71.00588
Elm Ave @ Briggs St,Bus Stop,42.267089,-71.014041
Elm Ave @ Greene St,Bus Stop,42.26762,-71.013882
Elm Ave @ Marlboro St,Bus Stop,42.268848,-71.013536
Elm Ave @ Willow St,Bus Stop,42.270188,-71.013145
Elm Ave @ E Elm Ave,Bus Stop,42.27086,-71.012981
W Elm Ave @ Gould St,Bus Stop,42.27181,-71.013092
W Elm Ave opp Mason St,Bus Stop,42.273928,-71.012307
W Elm Ave @ Franklin Ave,Bus Stop,42.274328,-71.012131
W Elm Ave @ Billings Rd,Bus Stop,42.275514,-71.011667
Billings Rd @ Beach St,Bus Stop,42.276116,-71.013813
Billings Rd @ Vassal St,Bus Stop,42.276586,-71.01589
Billings Rd @ Apthorp St,Bus Stop,42.276986,-71.017683
Billings Rd @ French St,Bus Stop,42.276832,-71.019672
Billings Rd @ Faxon Rd,Bus Stop,42.276227,-71.020759
Billings Rd opp Tyler St,Bus Stop,42.275429,-71.022106
Billings Rd @ Felton St,Bus Stop,42.274369,-71.023884
Holmes St opp Moscow St,Bus Stop,42.274248,-71.027883
Holmes St @ Billings Rd,Bus Stop,42.272996,-71.026403
Geneva Ave opp Vinson St,Bus Stop,42.299071,-71.064001
Billings Rd @ Lunt St,Bus Stop,42.274423,-71.023596
Billings Rd @ Tyler St,Bus Stop,42.275243,-71.022219
Billings Rd @ Freeman St,Bus Stop,42.275779,-71.021313
Billings Rd @ Royal St,Bus Stop,42.276463,-71.020136
Billings Rd @ Calumet St,Bus Stop,42.276961,-71.018374
Billings Rd @ Vassal St,Bus Stop,42.276548,-71.01616
Billings Rd @ Beach St,Bus Stop,42.276081,-71.014087
Billings Rd @ W Elm Ave,Bus Stop,42.275597,-71.011825
W Elm Ave opp Franklin Ave,Bus Stop,42.274528,-71.012177
W Elm Ave @ Mason St,Bus Stop,42.274126,-71.012354
W Elm Ave @ Gould St,Bus Stop,42.272005,-71.013165
Elm Ave @ Staunton St,Bus Stop,42.270858,-71.013279
Elm Ave @ Marlboro St,Bus Stop,42.269052,-71.013731
Elm Ave opp Greene St,Bus Stop,42.267835,-71.014098
Park Ave @ Florence Ave,Bus Stop,42.419399,-71.181989
Elm Ave @ Hancock St,Bus Stop,42.266804,-71.014408
Coddington St @ Washington St,Bus Stop,42.251487,-71.002208
Coddington St @ Quincy YMCA,Bus Stop,42.253697,-70.998993
55 Sea St,Bus Stop,42.25626,-70.996083
Sea St opp Overlook Rd,Bus Stop,42.259604,-70.995269
Sea St opp Samoset Ave,Bus Stop,42.261229,-70.992973
227 Sea St,Bus Stop,42.262037,-70.990156
Sea St @ Barbour Terr,Bus Stop,42.262156,-70.988374
405 Sea St,Bus Stop,42.26225,-70.984997
455 Sea St,Bus Stop,42.261918,-70.982487
Sea St @ Braintree Ave,Bus Stop,42.261337,-70.98025
Sea St @ Palmer St,Bus Stop,42.260829,-70.978466
565 Sea St,Bus Stop,42.260768,-70.977687
Park St Busway @ Dorchester Ave,Bus Stop,42.298249,-71.060935
Sea St @ Lee St,Bus Stop,42.262071,-70.973875
Opp 700 Sea St,Bus Stop,42.263346,-70.971917
749 Sea St,Bus Stop,42.26478,-70.970523
Sea St @ Babcock St,Bus Stop,42.266353,-70.968781
Sea St opp Manet Ave,Bus Stop,42.266271,-70.967082
Eliot St @ Bennett St,Bus Stop,42.372535,-71.121784
Sea St opp Newton St,Bus Stop,42.265991,-70.96421
Sea St opp Malvern St,Bus Stop,42.265772,-70.961911
Sea St @ Rockland St,Bus Stop,42.26563,-70.960342
Sea St @ Darrow St,Bus Stop,42.265684,-70.959414
Sea St @ Manet Ave,Bus Stop,42.267567,-70.957347
Dorchester Ave opp Gibson St,Bus Stop,42.297293,-71.061082
Sea St @ Wall St,Bus Stop,42.268418,-70.954436
Sea St @ Bell St,Bus Stop,42.268991,-70.952573
83 Washington St opp Ellis Ave,Bus Stop,42.210459,-71.191353
Sea St @ Thomas St,Bus Stop,42.269956,-70.951803
Washington St @ Oolah Ave,Bus Stop,42.179418,-71.205344
1263 Sea St,Bus Stop,42.271,-70.951532
Washington St @ Weld Ave,Bus Stop,42.178108,-71.20601
Sea St @ Fensmere Ave,Bus Stop,42.272031,-70.950956
Sea St @ Bay View Ave,Bus Stop,42.271576,-70.951541
Sea St @ Winthrop St,Bus Stop,42.270403,-70.951784
Sea St opp Macy St,Bus Stop,42.26918,-70.952467
Sea St @ Parkhurst St,Bus Stop,42.268425,-70.95475
Sea St @ Manet Ave,Bus Stop,42.267726,-70.957168
Dorchester Ave @ Melville Ave,Bus Stop,42.296156,-71.0614
Sea St opp Darrow St,Bus Stop,42.265817,-70.959206
Sea St @ Winthrop St,Bus Stop,42.26572,-70.960097
Sea St @ Malvern St,Bus Stop,42.265842,-70.961651
Sea St @ Newton St,Bus Stop,42.266062,-70.963951
Sea St @ Manet Ave,Bus Stop,42.266341,-70.966823
Sea St opp Peterson Rd,Bus Stop,42.265969,-70.969853
748 Sea St,Bus Stop,42.264699,-70.970705
700 Sea St,Bus Stop,42.263377,-70.972057
Sea St @ Post Island Rd,Bus Stop,42.262173,-70.973914
576 Sea St,Bus Stop,42.260844,-70.976796
1621 Dorchester Ave opp Dix St,Bus Stop,42.295155,-71.061707
Sea St @ Gannett Rd,Bus Stop,42.260931,-70.978531
Sea St @ Albatross Rd,Bus Stop,42.261191,-70.979564
1661 Hyde Park Ave,Bus Stop,42.241728,-71.130753
410 Sea St,Bus Stop,42.262304,-70.984139
Sea St @ Norton Rd,Bus Stop,42.262291,-70.985595
Sea St @ Algonquin Rd,Bus Stop,42.262293,-70.989019
Main St @ Bunker Hill St,Bus Stop,42.38318,-71.071764
Sea St @ Samoset Ave,Bus Stop,42.261276,-70.99311
Sea St @ Overlook Rd,Bus Stop,42.259807,-70.995242
Sea St @ Cemetery,Bus Stop,42.256304,-70.996193
Coddington St @ Southern Artery,Bus Stop,42.255322,-70.997021
Dorchester Ave @ Centre St,Bus Stop,42.293336,-71.06228
Coddington St @ Quincy High School,Bus Stop,42.253438,-70.999611
McGrath Hwy opp Southern Artery,Bus Stop,42.253805,-70.995792
McGrath Hwy opp Brackett St,Bus Stop,42.252358,-70.996927
McGrath Hwy @ Washington St,Bus Stop,42.250785,-70.998193
Palmer St @ Sea St,Bus Stop,42.260737,-70.978651
Palmer St @ Oakwood Rd,Bus Stop,42.258546,-70.975083
Palmer St @ Forbush Ave,Bus Stop,42.257883,-70.971888
Palmer St opp Brockton Ave,Bus Stop,42.257293,-70.970922
City Point Bus Terminal,Bus Stop,42.338524,-71.031899
Dorchester Ave @ Cheverus Rd,Bus Stop,42.292014,-71.062617
Palmer St opp Roach St,Bus Stop,42.256391,-70.969807
Palmer St opp Bowes Ave,Bus Stop,42.255458,-70.968562
375 Palmer St,Bus Stop,42.253574,-70.966453
Palmer St @ Taffrail Rd,Bus Stop,42.251437,-70.966686
26 Taffrail Rd,Bus Stop,42.251137,-70.965313
Taffrail Rd @ Bicknell St,Bus Stop,42.251585,-70.964262
Bicknell St @ O'Brien Towers Driveway,Bus Stop,42.251163,-70.963228
Gallivan Blvd @ Hallet St,Bus Stop,42.283946,-71.046954
Gallivan Blvd @ Woodfield St,Bus Stop,42.2833,-71.051656
O'Brien Towers,Bus Stop,42.250419,-70.963708
O'Brien Towers Driveway @ Bicknell St,Bus Stop,42.251048,-70.963094
Dorchester Ave opp Shepton St,Bus Stop,42.289422,-71.063344
Bicknell St @ Binnacle Lane,Bus Stop,42.251677,-70.964106
Bicknell St @ Yardarm Ln,Bus Stop,42.252817,-70.965367
Palmer St @ Shed St,Bus Stop,42.253545,-70.966295
Palmer St @ Bowes Ave,Bus Stop,42.25547,-70.968285
Palmer St @ Roach St,Bus Stop,42.256324,-70.969556
Palmer St @ Brockton Ave,Bus Stop,42.257437,-70.970909
Palmer St @ Empire St,Bus Stop,42.257964,-70.971833
Dorchester Ave @ Banton St,Bus Stop,42.288313,-71.063639
Palmer St opp Oakwood Rd,Bus Stop,42.258635,-70.975008
Palmer St opp Wilgus Rd,Bus Stop,42.258773,-70.975882
Palmer St opp Utica St,Bus Stop,42.259878,-70.978089
Palmer St @ Sea St,Bus Stop,42.260827,-70.978562
Granite St @ Hancock St,Bus Stop,42.249386,-71.003366
1445 Hancock St,Bus Stop,42.248742,-71.002111
Hancock St @ Hancock Court,Bus Stop,42.245845,-71.000491
School St opp Gay St,Bus Stop,42.244854,-71.00151
Franklin St @ Water St,Bus Stop,42.241968,-71.003612
Water St @ Pleasant St,Bus Stop,42.240825,-71.005941
Water St @ Lincoln Hancock Community School,Bus Stop,42.241582,-71.011504
Water St @ Quincy St,Bus Stop,42.240884,-71.008636
Water St @ Gordon ter,Bus Stop,42.241934,-71.012967
Copeland St @ Granite St,Bus Stop,42.242474,-71.015449
35 Copeland St,Bus Stop,42.242613,-71.017187
Copeland St @ Buckley St,Bus Stop,42.242812,-71.019401
165 Copeland St,Bus Stop,42.243279,-71.022767
Copeland St @ Furnace Brook Pwky,Bus Stop,42.244348,-71.024664
Copeland St @ Cross St,Bus Stop,42.244965,-71.026465
Copeland St opp Furnace Ave,Bus Stop,42.245294,-71.027722
Copeland St @ Badgers Ln,Bus Stop,42.245476,-71.030007
Willard St @ Copeland St,Bus Stop,42.245524,-71.031757
Willard St opp California Ave,Bus Stop,42.247336,-71.033302
Willard St @ Rogers St,Bus Stop,42.249679,-71.035179
Willard St @ Robertson St,Bus Stop,42.251507,-71.036493
Robertson St @ Quarry St,Bus Stop,42.252155,-71.035971
Robertson St @ Connell St,Bus Stop,42.253016,-71.03517
Robertson St opp Ellis St,Bus Stop,42.254135,-71.034187
Robertson St @ Kimball St,Bus Stop,42.254586,-71.033785
Robertson St @ Adams St,Bus Stop,42.255874,-71.032637
Adams St @ Beale St,Bus Stop,42.256313,-71.033465
Adams St @ Washington St,Bus Stop,42.256932,-71.03545
Adams St @ Granite Pl,Bus Stop,42.257506,-71.037376
Adams St @ Church St,Bus Stop,42.25795,-71.039279
Granite Ave @ Bassett St,Bus Stop,42.259168,-71.04176
Granite Ave @ Wood St,Bus Stop,42.260856,-71.042534
Washington St @ Austin St,Bus Stop,42.176908,-71.206624
169 Washington St opp Neponset St,Bus Stop,42.207808,-71.193323
Granite Ave @ Emerson Rd,Bus Stop,42.261598,-71.042902
Granite Ave @ Squantum St,Bus Stop,42.263388,-71.043721
Squantum St @ Antwerp St,Bus Stop,42.263827,-71.043104
Squantum St @ Amsterdam Ave,Bus Stop,42.266631,-71.041687
W Squantum St @ London Ave,Bus Stop,42.268555,-71.040388
Opp 197 Granite Ave,Bus Stop,42.265007,-71.044485
Granite Ave @ Hope Ave,Bus Stop,42.266217,-71.045052
Granite Ave @ Thistle Ave,Bus Stop,42.27134,-71.047728
Granite Ave @ Hilltop St,Bus Stop,42.279092,-71.054108
Granite Ave @ Milton St,Bus Stop,42.280252,-71.054608
Granite Ave @ Gallivan Blvd,Bus Stop,42.28202,-71.055323
Dorchester Ave @ Msgr Lydon Way,Bus Stop,42.288,-71.0636
Gallivan Blvd @ Kenmere Rd,Bus Stop,42.28261,-71.056799
Gallivan Blvd @ Frederika St,Bus Stop,42.28219,-71.058367
Gallivan Blvd @ Carruth St,Bus Stop,42.281784,-71.059796
Gallivan Blvd @ Huron Circle,Bus Stop,42.281074,-71.062126
Gallivan Blvd @ Hutchinson St,Bus Stop,42.280178,-71.064545
Gallivan Blvd opp Huron Circle,Bus Stop,42.280916,-71.062304
Gallivan Blvd opp Carruth St,Bus Stop,42.281631,-71.059982
Gallivan Blvd @ Adams St,Bus Stop,42.28209,-71.05822
Granite Ave @ Gallivan Blvd,Bus Stop,42.282449,-71.055791
Granite Ave @ Milton St,Bus Stop,42.280395,-71.054799
Dorchester Ave @ Shepton St,Bus Stop,42.289355,-71.063224
Granite Ave opp Hilltop St,Bus Stop,42.279288,-71.054445
Granite Ave opp Thistle Ave,Bus Stop,42.271453,-71.047956
Granite Ave opp Hope Ave,Bus Stop,42.266357,-71.045251
197 Granite Ave,Bus Stop,42.264975,-71.044603
Granite Ave @ Squantum St,Bus Stop,42.263298,-71.043814
Granite Ave opp Emerson Rd,Bus Stop,42.261736,-71.043101
Granite Ave opp Wood St,Bus Stop,42.261084,-71.04278
Adams St @ Hollis St,Bus Stop,42.258688,-71.042668
Dorchester Ave @ King St,Bus Stop,42.291937,-71.062505
Adams St @ Mechanic St,Bus Stop,42.257936,-71.039704
Adams St @ Foster Ln,Bus Stop,42.257513,-71.037727
Adams St @ Pilgrim Rd,Bus Stop,42.256907,-71.035688
Adams St @ Stedman St,Bus Stop,42.256303,-71.033739
Robertson St @ Adams St,Bus Stop,42.255874,-71.032785
Robertson St opp Kimball St,Bus Stop,42.254789,-71.033754
77 Robertson St,Bus Stop,42.254135,-71.034335
Robertson St @ Ballou St,Bus Stop,42.252987,-71.035344
Robertson St @ Quarry St,Bus Stop,42.252358,-71.035932
P St @ E 2nd St,Bus Stop,42.337528,-71.027304
Dorchester Ave @ Centre St,Bus Stop,42.293551,-71.06205
Willard St @ Robertson St,Bus Stop,42.251405,-71.036552
Willard St opp Rogers St,Bus Stop,42.249402,-71.035134
Willard St @ California Ave,Bus Stop,42.247442,-71.033538
Willard St @ Bates Ave,Bus Stop,42.24645,-71.0327
307 Willard St,Bus Stop,42.245431,-71.031821
Copeland St opp Badgers Ln,Bus Stop,42.245373,-71.030248
Copeland St @ Furnace Ave,Bus Stop,42.245243,-71.027985
Copeland St @ Cross St,Bus Stop,42.244947,-71.026739
Copeland St @ Furnace Brook Pkwy,Bus Stop,42.244347,-71.024941
Copeland St @ Centre St,Bus Stop,42.243258,-71.02302
Dorchester Ave @ Dix St,Bus Stop,42.294957,-71.061634
62 Copeland St,Bus Stop,42.242621,-71.018423
38 Copeland St,Bus Stop,42.242543,-71.017446
Copeland St @ Granite St,Bus Stop,42.242378,-71.015376
Water St @ Roberts St,Bus Stop,42.24195,-71.013466
315 Water St,Bus Stop,42.241494,-71.011541
Water St @ Quincy St,Bus Stop,42.240852,-71.008902
Water St @ Liberty St,Bus Stop,42.240659,-71.006097
Franklin St @ Water St,Bus Stop,42.242025,-71.003462
Dorchester Ave @ Parkman St,Bus Stop,42.29603,-71.061336
School St @ Phipps St,Bus Stop,42.24419,-71.002731
Hancock St @ Walter J Hannon Pkwy,Bus Stop,42.246703,-71.000757
Hancock St @ Cottage Ave,Bus Stop,42.248397,-71.001703
Coddington St @ Southern Artery,Bus Stop,42.255316,-70.996877
McGrath Hwy @ Brackett St,Bus Stop,42.252155,-70.996936
Dorchester Ave @ Gibson St,Bus Stop,42.297101,-71.061006
Dorchester Ave opp Charles St,Bus Stop,42.300648,-71.059987
Beale St @ Farrington St,Bus Stop,42.264134,-71.021471
